"Date","Price","Open","High","Low","Change %"
"09/08/2000","6.142","6.142","6.142","6.142","-0.71%"
"09/07/2000","6.186","6.186","6.186","6.186","-0.27%"
"09/06/2000","6.203","6.203","6.203","6.203","-0.48%"
"09/05/2000","6.233","6.233","6.233","6.233","-0.48%"
"09/01/2000","6.263","6.263","6.263","6.263","-0.70%"
"08/31/2000","6.307","6.307","6.307","6.307","-0.25%"
"08/30/2000","6.323","6.323","6.323","6.323","0.27%"
"08/29/2000","6.306","6.306","6.306","6.306","0.13%"
"08/28/2000","6.298","6.298","6.298","6.298","0.14%"
"08/25/2000","6.289","6.289","6.289","6.289","0.11%"
"08/24/2000","6.282","6.282","6.282","6.282","-0.02%"
"08/23/2000","6.283","6.283","6.283","6.283","0.32%"
"08/22/2000","6.263","6.263","6.263","6.263","0.13%"
"08/21/2000","6.255","6.255","6.255","6.255","-0.02%"
"08/18/2000","6.256","6.256","6.256","6.256","0.03%"
"08/17/2000","6.254","6.254","6.254","6.254","-0.02%"
"08/16/2000","6.255","6.255","6.255","6.255","0.06%"
"08/15/2000","6.251","6.251","6.251","6.251","-0.27%"
"08/14/2000","6.268","6.268","6.268","6.268","0.51%"
"08/11/2000","6.236","6.236","6.236","6.236","-0.05%"
"08/10/2000","6.239","6.239","6.239","6.239","0.32%"
"08/09/2000","6.219","6.219","6.219","6.219","1.92%"
"08/08/2000","6.102","6.102","6.102","6.102","-2.12%"
"08/07/2000","6.234","6.234","6.234","6.234","0.40%"
"08/04/2000","6.209","6.209","6.209","6.209","-0.14%"
"08/03/2000","6.218","6.218","6.218","6.218","-0.35%"
"08/02/2000","6.240","6.240","6.240","6.240","1.69%"
"08/01/2000","6.136","6.136","6.136","6.136","-1.08%"
"07/31/2000","6.203","6.203","6.203","6.203","0.32%"
"07/28/2000","6.183","6.183","6.183","6.183","-0.23%"
"07/27/2000","6.197","6.197","6.197","6.197","0.32%"
"07/26/2000","6.177","6.177","6.177","6.177","0.70%"
"07/25/2000","6.134","6.134","6.134","6.134","-0.11%"
"07/24/2000","6.141","6.141","6.141","6.141","0.67%"
"07/21/2000","6.100","6.100","6.100","6.100","-1.31%"
"07/20/2000","6.181","6.181","6.181","6.181","0.57%"
"07/19/2000","6.146","6.146","6.146","6.146","0.24%"
"07/18/2000","6.131","6.131","6.131","6.131","-0.24%"
"07/17/2000","6.146","6.146","6.146","6.146","-0.26%"
"07/14/2000","6.162","6.162","6.162","6.162","-0.06%"
"07/13/2000","6.166","6.166","6.166","6.166","0.03%"
"07/12/2000","6.164","6.164","6.164","6.164","4.17%"
"07/11/2000","5.917","5.917","5.917","5.917","-2.05%"
"07/10/2000","6.041","6.041","6.041","6.041","0.42%"
"07/07/2000","6.016","6.016","6.016","6.016","0.30%"
"07/06/2000","5.998","5.998","5.998","5.998","0.23%"
"07/05/2000","5.984","5.984","5.984","5.984","2.15%"
"07/03/2000","5.858","5.858","5.858","5.858","-0.03%"
"06/30/2000","5.860","5.860","5.860","5.860","0.50%"
"06/29/2000","5.831","5.831","5.831","5.831","0.57%"
